folio,nro,depto,area,suf_disc,victima,inseguridad,prob_disc_logit,prob_disc_rf,y_pred_logit,y_pred_rf
413-002288-A-0171,3.0,Oruro,Urbano,0,0,1,0.3922,0.2503,0,0
413-002288-A-0151,3.0,Oruro,Urbano,0,1,1,0.4878,0.2668,0,0
413-002288-A-0011,1.0,Oruro,Urbano,0,0,1,0.6245,0.4538,1,0
413-002288-A-0021,1.0,Oruro,Urbano,0,0,1,0.6676,0.5026,1,1
413-002288-A-0041,1.0,Oruro,Urbano,0,0,1,0.5907,0.3186,1,0
413-002288-A-0061,1.0,Oruro,Urbano,0,0,1,0.46,0.2987,0,0
411-000278-A-0121,1.0,Oruro,Urbano,0,0,1,0.7717,0.4335,1,0
411-000278-A-0141,1.0,Oruro,Urbano,0,0,1,0.5786,0.3397,1,0
411-000278-A-0161,3.0,Oruro,Urbano,0,0,1,0.5354,0.3417,1,0
411-000278-A-0101,3.0,Oruro,Urbano,0,0,1,0.3827,0.2881,0,0
411-000278-A-0181,3.0,Oruro,Urbano,0,0,1,0.5679,0.3621,1,0
411-000278-A-0221,1.0,Oruro,Urbano,0,0,1,0.7917,0.4459,1,0
411-000278-A-0241,1.0,Oruro,Urbano,1,0,1,0.5759,0.5125,1,1
411-000278-A-0201,1.0,Oruro,Urbano,0,0,1,0.4067,0.3518,0,0
411-000278-A-0011,1.0,Oruro,Urbano,0,0,1,0.7779,0.5653,1,1
411-000278-A-0041,3.0,Oruro,Urbano,0,0,1,0.353,0.3386,0,0
411-000278-A-0081,3.0,Oruro,Urbano,0,0,1,0.6742,0.351,1,0
411-000278-A-0061,1.0,Oruro,Urbano,0,0,1,0.7102,0.3671,1,0
414-003426-A-0141,4.0,Oruro,Urbano,0,0,1,0.4892,0.2925,0,0
414-003426-A-0121,1.0,Oruro,Urbano,0,0,1,0.5604,0.2841,1,0
414-003426-A-0081,1.0,Oruro,Urbano,0,0,1,0.3994,0.2114,0,0
414-003426-A-0101,1.0,Oruro,Urbano,0,0,1,0.5218,0.2925,1,0
414-003426-A-0211,1.0,Oruro,Urbano,0,0,1,0.2824,0.197,0,0
414-003426-A-0191,1.0,Oruro,Urbano,0,0,1,0.7346,0.4737,1,0
414-003426-A-0161,1.0,Oruro,Urbano,0,0,1,0.4186,0.22,0,0
414-003426-A-0171,1.0,Oruro,Urbano,0,0,1,0.6742,0.4258,1,0
414-003426-A-0011,1.0,Oruro,Urbano,0,1,1,0.5858,0.393,1,0
414-003426-A-0061,1.0,Oruro,Urbano,0,1,1,0.5796,0.302,1,0
414-003426-A-0051,1.0,Oruro,Urbano,0,0,1,0.7069,0.4946,1,0
414-003426-A-0031,1.0,Oruro,Urbano,0,0,1,0.5227,0.3281,1,0
412-000440-A-0071,1.0,Oruro,Urbano,0,0,0,0.5818,0.3139,1,0
412-000440-A-0061,5.0,Oruro,Urbano,1,0,0,0.7258,0.6225,1,1
412-000440-A-0081,1.0,Oruro,Urbano,1,0,1,0.7152,0.6148,1,1
412-000440-A-0051,1.0,Oruro,Urbano,1,0,1,0.6523,0.6176,1,1
412-000440-A-0111,3.0,Oruro,Urbano,0,0,1,0.4665,0.2264,0,0
412-000440-A-0101,3.0,Oruro,Urbano,1,0,0,0.4201,0.228,0,0
412-000440-A-0091,3.0,Oruro,Urbano,0,0,1,0.4873,0.315,0,0
412-000440-A-0121,1.0,Oruro,Urbano,0,0,1,0.4011,0.1776,0,0
412-000440-A-0011,1.0,Oruro,Urbano,0,0,1,0.6068,0.2391,1,0
412-000440-A-0031,1.0,Oruro,Urbano,0,0,0,0.5961,0.2657,1,0
412-000440-A-0041,3.0,Oruro,Urbano,0,0,1,0.4463,0.2979,0,0
412-000947-A-0071,4.0,Oruro,Urbano,0,0,1,0.5626,0.3857,1,0
412-000947-A-0091,2.0,Oruro,Urbano,1,1,1,0.6424,0.4591,1,0
412-000947-A-0111,1.0,Oruro,Urbano,0,0,1,0.4055,0.2055,0,0
412-000947-A-0101,1.0,Oruro,Urbano,0,0,1,0.7389,0.4545,1,0
412-000947-A-0121,1.0,Oruro,Urbano,1,0,1,0.4621,0.439,0,0
412-000947-A-0021,1.0,Oruro,Urbano,0,1,1,0.7413,0.4623,1,0
412-000947-A-0041,1.0,Oruro,Urbano,0,1,1,0.7478,0.4978,1,0
412-000947-A-0031,2.0,Oruro,Urbano,0,1,1,0.6934,0.3496,1,0
411-000098-A-0061,3.0,Oruro,Urbano,0,0,1,0.5977,0.3293,1,0
411-000098-A-0081,3.0,Oruro,Urbano,0,0,1,0.4933,0.2969,0,0
411-000098-A-0091,1.0,Oruro,Urbano,0,0,1,0.5166,0.3173,1,0
411-000098-A-0071,1.0,Oruro,Urbano,0,0,1,0.6425,0.4044,1,0
411-000098-A-0121,3.0,Oruro,Urbano,0,1,1,0.5803,0.3179,1,0
411-000098-A-0131,3.0,Oruro,Urbano,0,0,1,0.4115,0.3268,0,0
411-000098-A-0141,3.0,Oruro,Urbano,0,0,1,0.4461,0.2581,0,0
411-000098-A-0111,4.0,Oruro,Urbano,0,0,1,0.6935,0.4493,1,0
411-000098-A-0041,2.0,Oruro,Urbano,0,0,1,0.7196,0.3278,1,0
411-000098-A-0031,4.0,Oruro,Urbano,0,0,1,0.6066,0.2656,1,0
411-000098-A-0011,2.0,Oruro,Urbano,0,0,1,0.4853,0.2373,0,0
411-000098-A-0021,1.0,Oruro,Urbano,0,0,1,0.4342,0.2388,0,0
413-001647-A-0011,1.0,Oruro,Urbano,0,0,1,0.3772,0.2617,0,0
413-001647-A-0061,4.0,Oruro,Urbano,0,0,1,0.4294,0.2518,0,0
413-001647-A-0041,1.0,Oruro,Urbano,0,0,0,0.4758,0.3833,0,0
413-001647-A-0091,1.0,Oruro,Urbano,0,0,1,0.4206,0.3367,0,0
413-001647-A-0191,1.0,Oruro,Urbano,0,0,1,0.4386,0.2954,0,0
413-001647-A-0161,1.0,Oruro,Urbano,0,0,0,0.47,0.3117,0,0
413-001647-A-0141,1.0,Oruro,Urbano,0,0,1,0.5109,0.2548,1,0
413-001647-A-0111,1.0,Oruro,Urbano,0,0,1,0.434,0.3189,0,0
413-001647-A-0211,1.0,Oruro,Urbano,0,0,0,0.4495,0.2548,0,0
413-001647-A-0241,1.0,Oruro,Urbano,0,0,0,0.3555,0.1837,0,0
413-001647-A-0261,1.0,Oruro,Urbano,0,0,1,0.3473,0.1574,0,0
413-001647-A-0291,3.0,Oruro,Urbano,0,0,1,0.4381,0.2212,0,0
414-002825-A-0021,1.0,Oruro,Urbano,0,0,0,0.4309,0.3977,0,0
414-002825-A-0061,3.0,Oruro,Urbano,0,0,1,0.4116,0.4098,0,0
414-002825-A-0101,3.0,Oruro,Urbano,0,0,1,0.3892,0.2372,0,0
414-002825-A-0141,2.0,Oruro,Urbano,0,0,0,0.3671,0.2902,0,0
414-002825-A-0171,1.0,Oruro,Urbano,0,0,1,0.5799,0.3095,1,0
414-002825-A-0211,1.0,Oruro,Urbano,0,0,1,0.3415,0.1678,0,0
414-002825-A-0251,2.0,Oruro,Urbano,0,0,0,0.346,0.2587,0,0
414-002825-A-0291,1.0,Oruro,Urbano,0,0,1,0.3678,0.2641,0,0
414-002825-A-0321,1.0,Oruro,Urbano,0,0,1,0.4185,0.278,0,0
414-002825-A-0361,1.0,Oruro,Urbano,0,1,1,0.5704,0.3724,1,0
414-002825-A-0401,4.0,Oruro,Urbano,0,0,1,0.4449,0.2993,0,0
414-002825-A-0441,1.0,Oruro,Urbano,0,0,1,0.3157,0.2026,0,0
413-001714-A-0011,1.0,Oruro,Urbano,0,0,0,0.5794,0.2766,1,0
413-001714-A-0031,1.0,Oruro,Urbano,0,1,1,0.4404,0.2809,0,0
413-001714-A-0051,1.0,Oruro,Urbano,0,0,1,0.4199,0.3387,0,0
413-001714-A-0071,1.0,Oruro,Urbano,0,0,1,0.5219,0.3866,1,0
413-001714-A-0121,4.0,Oruro,Urbano,0,0,1,0.384,0.2382,0,0
413-001714-A-0141,1.0,Oruro,Urbano,0,0,1,0.3365,0.211,0,0
413-001714-A-0161,2.0,Oruro,Urbano,0,0,1,0.5779,0.2968,1,0
413-001714-A-0201,3.0,Oruro,Urbano,0,1,1,0.4271,0.3059,0,0
413-001714-A-0221,3.0,Oruro,Urbano,0,0,1,0.3783,0.223,0,0
413-001714-A-0251,1.0,Oruro,Urbano,0,1,1,0.3779,0.2886,0,0
412-000623-A-0011,1.0,Oruro,Urbano,0,0,1,0.434,0.2698,0,0
412-000623-A-0021,1.0,Oruro,Urbano,0,0,1,0.4503,0.269,0,0
412-000623-A-0031,1.0,Oruro,Urbano,0,0,1,0.5284,0.3211,1,0
412-000623-A-0041,1.0,Oruro,Urbano,0,0,1,0.4623,0.284,0,0
412-000623-A-0071,2.0,Oruro,Urbano,0,0,1,0.5009,0.3101,1,0
412-000623-A-0051,1.0,Oruro,Urbano,0,0,1,0.6192,0.386,1,0
412-000623-A-0061,3.0,Oruro,Urbano,0,0,1,0.4864,0.2896,0,0
412-000623-A-0081,2.0,Oruro,Urbano,0,0,1,0.6489,0.3652,1,0
412-000623-A-0101,1.0,Oruro,Urbano,0,0,1,0.374,0.2299,0,0
412-000623-A-0121,1.0,Oruro,Urbano,0,1,1,0.4195,0.262,0,0
413-001421-A-0011,3.0,Oruro,Urbano,0,0,1,0.4145,0.2767,0,0
413-001421-A-0031,1.0,Oruro,Urbano,0,0,1,0.5697,0.4203,1,0
413-001421-A-0021,3.0,Oruro,Urbano,0,0,1,0.4291,0.2091,0,0
413-001421-A-0041,4.0,Oruro,Urbano,0,0,1,0.4521,0.2093,0,0
413-001421-A-0091,1.0,Oruro,Urbano,0,0,1,0.6928,0.3612,1,0
413-001421-A-0081,2.0,Oruro,Urbano,0,0,1,0.4267,0.3187,0,0
413-001421-A-0061,3.0,Oruro,Urbano,0,0,1,0.37,0.3292,0,0
413-001421-A-0051,1.0,Oruro,Urbano,0,0,0,0.4017,0.348,0,0
413-001421-A-0121,1.0,Oruro,Urbano,0,0,1,0.6412,0.3606,1,0
413-001421-A-0111,1.0,Oruro,Urbano,0,0,1,0.6271,0.4478,1,0
413-001421-A-0131,1.0,Oruro,Urbano,0,0,1,0.4341,0.2982,0,0
413-001421-A-0101,1.0,Oruro,Urbano,0,0,1,0.5466,0.3867,1,0
413-001503-A-0011,1.0,Oruro,Urbano,0,0,1,0.4796,0.3659,0,0
413-001503-A-0051,1.0,Oruro,Urbano,1,0,1,0.4409,0.4678,0,0
413-001503-A-0101,1.0,Oruro,Urbano,0,0,1,0.3849,0.3226,0,0
413-001503-A-0141,1.0,Oruro,Urbano,1,0,0,0.6676,0.6334,1,1
413-001503-A-0181,1.0,Oruro,Urbano,0,0,1,0.6465,0.4083,1,0
413-001503-A-0231,1.0,Oruro,Urbano,0,0,1,0.4842,0.2815,0,0
413-001503-A-0271,1.0,Oruro,Urbano,0,0,0,0.3397,0.1587,0,0
413-001503-A-0311,2.0,Oruro,Urbano,0,1,1,0.4831,0.2629,0,0
413-001503-A-0491,1.0,Oruro,Urbano,0,1,1,0.4496,0.3086,0,0
413-001503-A-0361,1.0,Oruro,Urbano,0,1,1,0.6341,0.3513,1,0
413-001503-A-0401,3.0,Oruro,Urbano,0,0,1,0.3403,0.2102,0,0
413-001503-A-0441,1.0,Oruro,Urbano,0,1,1,0.5748,0.2606,1,0
414-002740-A-0011,1.0,Oruro,Urbano,0,0,0,0.4333,0.4006,0,0
414-002740-A-0081,4.0,Oruro,Urbano,0,0,0,0.3672,0.3602,0,0
414-002740-A-0031,1.0,Oruro,Urbano,0,0,0,0.4907,0.3463,0,0
414-002740-A-0061,3.0,Oruro,Urbano,0,0,0,0.3764,0.3282,0,0
414-002740-A-0101,1.0,Oruro,Urbano,0,0,1,0.338,0.2783,0,0
414-002740-A-0131,4.0,Oruro,Urbano,0,0,1,0.4581,0.2461,0,0
414-002740-A-0151,2.0,Oruro,Urbano,0,0,1,0.3873,0.2038,0,0
414-002740-A-0181,3.0,Oruro,Urbano,0,0,1,0.4425,0.2546,0,0
414-002740-A-0201,4.0,Oruro,Urbano,0,0,1,0.4126,0.256,0,0
414-002740-A-0231,1.0,Oruro,Urbano,0,0,1,0.3578,0.1859,0,0
414-002740-A-0251,1.0,Oruro,Urbano,0,0,1,0.384,0.2463,0,0
414-002740-A-0271,1.0,Oruro,Urbano,0,1,1,0.5972,0.3572,1,0
413-001577-A-0011,1.0,Oruro,Urbano,0,0,0,0.5233,0.2955,1,0
413-001577-A-0021,1.0,Oruro,Urbano,0,0,0,0.4774,0.2202,0,0
413-001577-A-0031,2.0,Oruro,Urbano,0,0,0,0.6073,0.3208,1,0
413-001577-A-0041,5.0,Oruro,Urbano,0,0,0,0.4908,0.3088,0,0
413-001577-A-0051,5.0,Oruro,Urbano,0,0,1,0.517,0.3086,1,0
413-001577-A-0061,1.0,Oruro,Urbano,1,0,1,0.431,0.6039,0,1
413-001577-A-0091,3.0,Oruro,Urbano,0,0,1,0.4904,0.2429,0,0
413-001577-A-0081,1.0,Oruro,Urbano,0,0,1,0.723,0.5177,1,1
413-001577-A-0121,1.0,Oruro,Urbano,0,1,1,0.4012,0.307,0,0
413-001577-A-0131,1.0,Oruro,Urbano,0,0,1,0.6226,0.2751,1,0
413-001577-A-0101,4.0,Oruro,Urbano,0,0,1,0.4147,0.2835,0,0
413-001577-A-0111,3.0,Oruro,Urbano,0,0,1,0.3455,0.2196,0,0
413-002497-A-0011,3.0,Oruro,Urbano,0,0,0,0.3091,0.2637,0,0
413-002497-A-0031,1.0,Oruro,Urbano,0,0,0,0.4625,0.197,0,0
413-002497-A-0051,1.0,Oruro,Urbano,0,1,0,0.3587,0.1723,0,0
413-002497-A-0061,1.0,Oruro,Urbano,0,0,0,0.3433,0.2458,0,0
413-002497-A-0161,3.0,Oruro,Urbano,0,0,0,0.3593,0.2043,0,0
413-002497-A-0191,1.0,Oruro,Urbano,0,0,0,0.3429,0.2057,0,0
413-002497-A-0211,1.0,Oruro,Urbano,1,0,0,0.7564,0.4795,1,0
413-002497-A-0141,1.0,Oruro,Urbano,0,0,1,0.3942,0.1577,0,0
413-002497-A-0081,4.0,Oruro,Urbano,0,0,1,0.3762,0.2342,0,0
413-002497-A-0101,1.0,Oruro,Urbano,0,0,1,0.5566,0.3292,1,0
413-002497-A-0121,1.0,Oruro,Urbano,0,0,1,0.4269,0.161,0,0
414-003223-A-0011,1.0,Oruro,Urbano,0,0,0,0.4851,0.2713,0,0
414-003223-A-0031,2.0,Oruro,Urbano,0,0,0,0.6084,0.3,1,0
414-003223-A-0051,3.0,Oruro,Urbano,0,0,1,0.4166,0.2868,0,0
414-003223-A-0061,3.0,Oruro,Urbano,0,0,0,0.5299,0.2689,1,0
414-003223-A-0151,1.0,Oruro,Urbano,1,1,0,0.5037,0.5916,1,1
414-003223-A-0171,1.0,Oruro,Urbano,0,0,0,0.3559,0.222,0,0
414-003223-A-0191,2.0,Oruro,Urbano,0,0,0,0.4723,0.3583,0,0
414-003223-A-0201,1.0,Oruro,Urbano,0,0,0,0.38,0.2651,0,0
414-003223-A-0081,1.0,Oruro,Urbano,0,0,0,0.3875,0.2445,0,0
414-003223-A-0101,1.0,Oruro,Urbano,0,0,0,0.3191,0.2249,0,0
414-003223-A-0131,1.0,Oruro,Urbano,0,0,0,0.4248,0.253,0,0
414-003223-A-0121,1.0,Oruro,Urbano,0,0,0,0.4396,0.3247,0,0
413-001964-A-0011,1.0,Oruro,Urbano,0,0,0,0.3152,0.2118,0,0
413-001964-A-0041,1.0,Oruro,Urbano,1,0,0,0.4379,0.3938,0,0
413-001964-A-0071,1.0,Oruro,Urbano,0,0,0,0.4369,0.3054,0,0
413-001964-A-0101,1.0,Oruro,Urbano,0,0,0,0.4616,0.3744,0,0
413-001964-A-0251,3.0,Oruro,Urbano,0,0,0,0.3398,0.2087,0,0
413-001964-A-0281,2.0,Oruro,Urbano,0,1,1,0.5467,0.3291,1,0
413-001964-A-0311,1.0,Oruro,Urbano,0,1,1,0.6054,0.3172,1,0
413-001964-A-0341,3.0,Oruro,Urbano,0,0,0,0.3729,0.2891,0,0
413-001964-A-0191,1.0,Oruro,Urbano,0,0,0,0.4106,0.2065,0,0
413-001964-A-0221,3.0,Oruro,Urbano,0,1,0,0.3244,0.1946,0,0
413-001964-A-0131,3.0,Oruro,Urbano,0,0,0,0.3971,0.2283,0,0
413-001964-A-0161,3.0,Oruro,Urbano,0,0,0,0.3258,0.1889,0,0
413-001789-A-0011,3.0,Oruro,Urbano,0,0,1,0.4192,0.2509,0,0
413-001789-A-0021,1.0,Oruro,Urbano,0,0,1,0.3792,0.2335,0,0
413-001789-A-0031,1.0,Oruro,Urbano,0,0,0,0.6871,0.397,1,0
413-001789-A-0041,1.0,Oruro,Urbano,0,0,0,0.3961,0.2009,0,0
413-001789-A-0101,2.0,Oruro,Urbano,1,1,0,0.5346,0.5602,1,1
413-001789-A-0111,3.0,Oruro,Urbano,0,0,0,0.3829,0.2234,0,0
413-001789-A-0121,4.0,Oruro,Urbano,1,1,0,0.4751,0.4342,0,0
413-001789-A-0131,3.0,Oruro,Urbano,0,0,0,0.3654,0.2929,0,0
413-001789-A-0081,1.0,Oruro,Urbano,0,0,1,0.4925,0.4337,0,0
413-001789-A-0051,1.0,Oruro,Urbano,0,0,1,0.5777,0.4465,1,0
413-001789-A-0061,4.0,Oruro,Urbano,0,0,1,0.4276,0.2751,0,0
413-001789-A-0091,3.0,Oruro,Urbano,0,0,1,0.3652,0.207,0,0
412-001220-A-0011,3.0,Oruro,Urbano,0,0,1,0.4903,0.2462,0,0
412-001220-A-0041,4.0,Oruro,Urbano,0,1,1,0.3376,0.2444,0,0
412-001220-A-0081,1.0,Oruro,Urbano,0,0,0,0.6074,0.3945,1,0
412-001220-A-0111,1.0,Oruro,Urbano,0,1,1,0.3971,0.3214,0,0
412-001220-A-0291,4.0,Oruro,Urbano,0,1,0,0.4307,0.2283,0,0
412-001220-A-0331,4.0,Oruro,Urbano,0,1,1,0.3716,0.2294,0,0
412-001220-A-0361,2.0,Oruro,Urbano,0,0,0,0.545,0.2225,1,0
412-001220-A-0401,1.0,Oruro,Urbano,0,0,1,0.4022,0.3463,0,0
412-001220-A-0151,1.0,Oruro,Urbano,0,0,1,0.5547,0.3487,1,0
412-001220-A-0181,1.0,Oruro,Urbano,0,0,1,0.3465,0.2673,0,0
412-001220-A-0221,1.0,Oruro,Urbano,0,0,1,0.602,0.5007,1,1
412-001220-A-0261,1.0,Oruro,Urbano,0,0,0,0.5804,0.4111,1,0
412-000860-A-0051,1.0,Oruro,Urbano,0,0,1,0.4638,0.2951,0,0
412-000860-A-0031,3.0,Oruro,Urbano,0,0,0,0.4645,0.2509,0,0
412-000860-A-0071,1.0,Oruro,Urbano,0,1,0,0.6131,0.3063,1,0
412-000860-A-0171,1.0,Oruro,Urbano,0,0,0,0.665,0.5305,1,1
412-000860-A-0191,1.0,Oruro,Urbano,0,0,0,0.4487,0.2439,0,0
412-000860-A-0211,1.0,Oruro,Urbano,0,0,1,0.4936,0.2302,0,0
412-000860-A-0231,1.0,Oruro,Urbano,0,0,1,0.479,0.2972,0,0
412-000860-A-0091,1.0,Oruro,Urbano,0,0,0,0.5407,0.3555,1,0
412-000860-A-0131,1.0,Oruro,Urbano,0,0,1,0.7197,0.5483,1,1
412-000860-A-0151,1.0,Oruro,Urbano,0,0,0,0.3903,0.2802,0,0
412-000860-A-0111,1.0,Oruro,Urbano,0,0,0,0.337,0.3285,0,0
413-002605-A-0011,1.0,Oruro,Urbano,0,0,0,0.463,0.2759,0,0
413-002605-A-0021,1.0,Oruro,Urbano,0,0,0,0.5087,0.2785,1,0
413-002605-A-0031,1.0,Oruro,Urbano,0,0,1,0.4474,0.2886,0,0
413-002605-A-0041,1.0,Oruro,Urbano,0,0,1,0.5561,0.2083,1,0
413-002605-A-0091,2.0,Oruro,Urbano,1,0,1,0.4793,0.5212,0,1
413-002605-A-0101,3.0,Oruro,Urbano,0,0,0,0.3321,0.1923,0,0
413-002605-A-0111,1.0,Oruro,Urbano,0,0,1,0.375,0.2761,0,0
413-002605-A-0121,1.0,Oruro,Urbano,0,0,1,0.4092,0.3303,0,0
413-002605-A-0081,1.0,Oruro,Urbano,0,0,0,0.5243,0.268,1,0
413-002605-A-0051,1.0,Oruro,Urbano,0,0,1,0.6328,0.3999,1,0
413-002605-A-0061,1.0,Oruro,Urbano,0,0,0,0.4859,0.4046,0,0
413-002605-A-0071,1.0,Oruro,Urbano,0,0,0,0.3861,0.2076,0,0
411-000372-A-0011,3.0,Oruro,Urbano,0,1,0,0.4241,0.2978,0,0
411-000372-A-0051,1.0,Oruro,Urbano,0,1,1,0.6463,0.3206,1,0
411-000372-A-0101,3.0,Oruro,Urbano,0,1,1,0.4749,0.2807,0,0
411-000372-A-0141,1.0,Oruro,Urbano,0,0,1,0.6235,0.3717,1,0
411-000372-A-0441,2.0,Oruro,Urbano,0,0,1,0.4124,0.1966,0,0
411-000372-A-0491,2.0,Oruro,Urbano,1,0,1,0.6264,0.372,1,0
411-000372-A-0361,4.0,Oruro,Urbano,0,0,1,0.5605,0.3015,1,0
411-000372-A-0401,3.0,Oruro,Urbano,0,1,1,0.632,0.2951,1,0
411-000372-A-0231,1.0,Oruro,Urbano,0,0,1,0.8055,0.634,1,1
411-000372-A-0181,3.0,Oruro,Urbano,0,0,0,0.4448,0.2776,0,0
411-000372-A-0271,1.0,Oruro,Urbano,0,0,0,0.6315,0.4171,1,0
411-000372-A-0311,1.0,Oruro,Urbano,0,0,0,0.5489,0.2822,1,0
414-002969-A-0011,1.0,Oruro,Urbano,1,1,1,0.5339,0.5675,1,1
414-002969-A-0021,1.0,Oruro,Urbano,0,0,1,0.3334,0.2977,0,0
414-002969-A-0171,1.0,Oruro,Urbano,1,1,0,0.3769,0.4514,0,0
414-002969-A-0181,1.0,Oruro,Urbano,0,0,1,0.4363,0.3158,0,0
414-002969-A-0151,1.0,Oruro,Urbano,1,0,0,0.4848,0.4302,0,0
414-002969-A-0101,1.0,Oruro,Urbano,0,0,0,0.4713,0.4534,0,0
414-002969-A-0131,1.0,Oruro,Urbano,0,0,0,0.4378,0.3278,0,0
414-002969-A-0121,3.0,Oruro,Urbano,0,0,0,0.3371,0.2215,0,0
414-002969-A-0071,1.0,Oruro,Urbano,0,1,1,0.4595,0.3528,0,0
414-002969-A-0091,3.0,Oruro,Urbano,0,0,0,0.3874,0.2917,0,0
414-002969-A-0061,2.0,Oruro,Urbano,0,0,0,0.6133,0.3756,1,0
414-002969-A-0041,1.0,Oruro,Urbano,0,0,0,0.3668,0.2299,0,0
414-003059-A-0051,1.0,Oruro,Urbano,1,0,1,0.4961,0.584,0,1
414-003059-A-0081,1.0,Oruro,Urbano,0,0,1,0.468,0.406,0,0
414-003059-A-0111,1.0,Oruro,Urbano,0,0,1,0.3485,0.2288,0,0
414-003059-A-0371,1.0,Oruro,Urbano,0,0,0,0.4322,0.3796,0,0
414-003059-A-0271,1.0,Oruro,Urbano,0,0,1,0.5265,0.3336,1,0
414-003059-A-0311,3.0,Oruro,Urbano,0,0,0,0.3598,0.2865,0,0
414-003059-A-0341,2.0,Oruro,Urbano,0,0,1,0.5637,0.4115,1,0
414-003059-A-0141,1.0,Oruro,Urbano,0,0,0,0.5333,0.4128,1,0
414-003059-A-0241,2.0,Oruro,Urbano,0,1,1,0.3363,0.2087,0,0
414-003139-A-0071,1.0,Oruro,Urbano,1,0,1,0.5796,0.5377,1,1
414-003139-A-0041,1.0,Oruro,Urbano,1,1,1,0.4518,0.4527,0,0
414-003139-A-0011,1.0,Oruro,Urbano,0,0,0,0.3304,0.2137,0,0
414-003139-A-0101,3.0,Oruro,Urbano,1,0,1,0.4115,0.4218,0,0
414-003139-A-0281,1.0,Oruro,Urbano,0,0,0,0.517,0.2611,1,0
414-003139-A-0251,3.0,Oruro,Urbano,0,0,0,0.4884,0.2542,0,0
414-003139-A-0341,1.0,Oruro,Urbano,0,0,1,0.4545,0.3573,0,0
414-003139-A-0311,3.0,Oruro,Urbano,0,0,0,0.4156,0.2876,0,0
414-003139-A-0161,1.0,Oruro,Urbano,1,1,0,0.5021,0.2432,1,0
414-003139-A-0221,1.0,Oruro,Urbano,1,1,0,0.3644,0.5327,0,1
413-001878-A-0011,2.0,Oruro,Urbano,1,0,1,0.5736,0.5673,1,1
413-001878-A-0051,1.0,Oruro,Urbano,0,0,1,0.5668,0.3302,1,0
413-001878-A-0081,2.0,Oruro,Urbano,0,1,1,0.4335,0.2178,0,0
413-001878-A-0111,1.0,Oruro,Urbano,0,0,1,0.3508,0.1534,0,0
413-001878-A-0271,4.0,Oruro,Urbano,0,0,1,0.4553,0.2454,0,0
413-001878-A-0371,3.0,Oruro,Urbano,0,0,0,0.4395,0.2136,0,0
413-001878-A-0311,1.0,Oruro,Urbano,0,0,0,0.523,0.3325,1,0
413-001878-A-0341,3.0,Oruro,Urbano,0,0,0,0.4796,0.1724,0,0
413-001878-A-0241,2.0,Oruro,Urbano,0,0,1,0.5601,0.2536,1,0
413-001878-A-0211,1.0,Oruro,Urbano,1,1,0,0.4671,0.2531,0,0
413-001878-A-0181,1.0,Oruro,Urbano,0,0,0,0.5039,0.368,1,0
413-001878-A-0141,2.0,Oruro,Urbano,0,0,0,0.7122,0.4428,1,0
414-002893-A-0061,1.0,Oruro,Urbano,0,0,0,0.4892,0.4979,0,0
414-002893-A-0011,1.0,Oruro,Urbano,0,0,1,0.7255,0.4684,1,0
414-002893-A-0041,1.0,Oruro,Urbano,1,0,1,0.5734,0.3535,1,0
414-002893-A-0031,3.0,Oruro,Urbano,1,0,1,0.4865,0.3753,0,0
414-002893-A-0161,1.0,Oruro,Urbano,0,1,1,0.4147,0.3232,0,0
414-002893-A-0181,1.0,Oruro,Urbano,1,0,0,0.6231,0.4253,1,0
414-002893-A-0141,1.0,Oruro,Urbano,0,0,1,0.5806,0.3335,1,0
414-002893-A-0191,1.0,Oruro,Urbano,0,0,1,0.6455,0.4205,1,0
414-002893-A-0081,3.0,Oruro,Urbano,0,0,0,0.4212,0.218,0,0
414-002893-A-0111,1.0,Oruro,Urbano,0,0,0,0.6306,0.4079,1,0
414-002893-A-0091,2.0,Oruro,Urbano,0,0,0,0.3743,0.2224,0,0
413-002391-A-0021,4.0,Oruro,Urbano,0,0,0,0.3753,0.2169,0,0
413-002391-A-0041,2.0,Oruro,Urbano,1,0,0,0.5658,0.4656,1,0
413-002391-A-0051,1.0,Oruro,Urbano,0,0,0,0.3472,0.2112,0,0
413-002391-A-0161,5.0,Oruro,Urbano,0,0,0,0.3766,0.2381,0,0
413-002391-A-0141,1.0,Oruro,Urbano,0,0,0,0.8169,0.6049,1,1
413-002391-A-0131,4.0,Oruro,Urbano,0,0,1,0.4604,0.259,0,0
413-002391-A-0171,4.0,Oruro,Urbano,1,0,1,0.4729,0.4378,0,0
413-002391-A-0081,2.0,Oruro,Urbano,0,0,0,0.4866,0.382,0,0
413-002391-A-0071,1.0,Oruro,Urbano,0,0,0,0.6243,0.2545,1,0
412-001137-A-0031,1.0,Oruro,Urbano,0,0,0,0.5215,0.4111,1,0
412-001137-A-0051,2.0,Oruro,Urbano,0,0,0,0.39,0.2209,0,0
412-001137-A-0071,1.0,Oruro,Urbano,0,0,0,0.4764,0.2919,0,0
412-001137-A-0221,2.0,Oruro,Urbano,0,0,1,0.525,0.2224,1,0
412-001137-A-0191,3.0,Oruro,Urbano,0,0,0,0.4273,0.2235,0,0
412-001137-A-0211,1.0,Oruro,Urbano,0,0,1,0.4344,0.3702,0,0
412-001137-A-0171,4.0,Oruro,Urbano,0,0,1,0.4736,0.3242,0,0
412-001137-A-0131,2.0,Oruro,Urbano,0,0,0,0.5289,0.4522,1,0
