folio,depto,area,nro,s09a_01a,s09a_01b,s09a_01c,s09a_01d,s09a_01e,s09a_01f,s09a_01g,s09a_01h,s09a_01i,s09a_01j,s09a_01k,s09a_01l,s09a_01le,s09a_02,s09a_03_1,s09a_03_2,s09a_03_3,s09a_03_4,s09a_03_5,s09a_03_5e,s09a_04,s09a_04e,s09a_05_1,s09a_05_2,s09a_05_3,s09a_05_4,s09a_05_5,s09a_05_6,s09a_05_7,s09a_05_8,s09a_05_8e,s09b_01,s09b_02a,s09b_02b,s09b_02e,s09b_03,s09b_04,upm_x,estrato_x,ponderador,suf_disc,n_motivos,victima,inseguridad,denuncia,material_paredes_noble,piso_noble,agua_red,saneamiento,electricidad,basura_recogida,combustible_limpio,internet,vivienda_propia,n_cuartos,n_dormitorios,hacinamiento,totper,sexo,edad,anios_educ,indigena,lengua_grupo,alfabetizado,ocupado,desocupado,log_ylab,log_yhogpc,pobre,pobre_extremo,factor,upm_y,estrato_y
412-000860-A-0191,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,5.0,412-000860-A,412,0.5500541548475767,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3.0,1.0,1.33,4.0,Hombre,41.0,17.0,1,Originaria,1,1,0,9.210440366976517,7.866850008659734,0,0,147.29526271460378,412-000860-A,412
412-000860-A-0211,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,412-000860-A,412,0.5500541548475767,0,0,0,1,0,1,1,1,1,1,1,1,1,0,2.0,1.0,0.5,1.0,Mujer,24.0,17.0,1,Originaria,1,1,0,,6.803505257608338,1,0,147.29526271460378,412-000860-A,412
412-000860-A-0231,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,412-000860-A,412,0.5500541548475767,0,0,0,1,0,1,1,1,1,1,1,1,1,1,4.0,3.0,0.75,3.0,Mujer,38.0,17.0,1,Castellano,1,1,0,9.438113191674054,8.442469645220301,0,0,147.29526271460378,412-000860-A,412
412-000860-A-0091,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,412-000860-A,412,0.5500541548475767,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2.0,1.0,0.5,1.0,Hombre,39.0,17.0,1,Originaria,1,1,0,8.224431573221159,8.224431573221159,0,0,147.29526271460378,412-000860-A,412
412-000860-A-0131,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,4.0,412-000860-A,412,0.5500541548475767,0,0,0,1,0,1,0,1,1,1,1,1,0,1,2.0,1.0,1.0,2.0,Hombre,75.0,6.0,1,Originaria,1,1,0,,7.737652589199748,0,0,147.29526271460378,412-000860-A,412
412-000860-A-0151,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,412-000860-A,412,0.5500541548475767,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3.0,2.0,0.33,1.0,Hombre,45.0,12.0,0,Castellano,1,1,0,7.976169497806901,7.976169497806901,0,0,147.29526271460378,412-000860-A,412
412-000860-A-0111,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,412-000860-A,412,0.5500541548475767,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1.0,0.0,1.0,1.0,Hombre,30.0,17.0,0,Castellano,1,1,0,7.0909098220799835,7.189922170745808,0,0,147.29526271460378,412-000860-A,412
413-002605-A-0011,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,413-002605-A,413,0.5469583615977199,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2.0,1.0,1.5,3.0,Mujer,45.0,12.0,0,Castellano,1,1,0,8.908964972392399,7.810623023516127,0,0,146.46626128623697,413-002605-A,413
413-002605-A-0021,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,413-002605-A,413,0.5469583615977199,0,0,0,0,0,1,0,1,1,1,1,1,0,1,2.0,1.0,1.5,3.0,Hombre,33.0,12.0,0,Castellano,1,1,0,7.8628820346414905,6.7650389767805414,1,0,146.46626128623697,413-002605-A,413
413-002605-A-0031,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,413-002605-A,413,0.5469583615977199,0,0,0,1,0,1,0,1,1,1,1,1,1,0,3.0,2.0,1.33,4.0,Hombre,39.0,6.0,0,Castellano,1,1,0,8.555836815008442,7.1929342212158,0,0,146.46626128623697,413-002605-A,413
413-002605-A-0041,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,4.0,413-002605-A,413,0.5469583615977199,0,0,0,1,0,1,0,1,1,1,1,1,0,0,2.0,1.0,3.0,6.0,Hombre,38.0,12.0,0,Originaria,1,1,0,8.393351863282067,6.642617218704911,1,0,146.46626128623697,413-002605-A,413
413-002605-A-0091,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,8.0,,,,2.0,413-002605-A,413,0.5469583615977199,1,2,0,1,0,0,1,1,1,1,1,1,1,1,3.0,1.0,0.67,2.0,Mujer,53.0,17.0,1,Castellano,1,1,0,8.853808274977197,8.853808274977197,0,0,146.46626128623697,413-002605-A,413
413-002605-A-0101,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,413-002605-A,413,0.5469583615977199,0,0,0,0,0,1,1,1,1,1,1,1,1,1,6.0,5.0,0.83,5.0,Hombre,20.0,17.0,0,Castellano,1,1,0,,7.45152271912284,0,0,146.46626128623697,413-002605-A,413
413-002605-A-0111,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,413-002605-A,413,0.5469583615977199,0,0,0,1,0,1,1,1,1,1,1,1,1,0,2.0,1.0,0.5,1.0,Mujer,34.0,17.0,0,Castellano,1,1,0,7.680637427560936,7.680637427560936,0,0,146.46626128623697,413-002605-A,413
413-002605-A-0121,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,413-002605-A,413,0.5469583615977199,0,0,0,1,0,1,0,1,1,1,1,1,1,1,8.0,5.0,0.5,4.0,Mujer,52.0,17.0,0,Castellano,1,1,0,8.143430203847252,6.758007378440698,1,0,146.46626128623697,413-002605-A,413
413-002605-A-0081,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,413-002605-A,413,0.5469583615977199,0,0,0,0,0,1,0,1,1,1,1,1,1,1,5.0,2.0,0.4,2.0,Mujer,59.0,6.0,0,Originaria,1,1,0,9.248887781588422,8.55703870933836,0,0,146.46626128623697,413-002605-A,413
413-002605-A-0051,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,413-002605-A,413,0.5469583615977199,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1.0,0.0,1.0,1.0,Mujer,70.0,4.0,0,Castellano,1,1,0,,5.940609726298264,1,1,146.46626128623697,413-002605-A,413
413-002605-A-0061,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,413-002605-A,413,0.5469583615977199,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3.0,2.0,0.67,2.0,Mujer,50.0,12.0,0,Castellano,1,1,0,6.47774129795256,7.512025685221949,0,0,146.46626128623697,413-002605-A,413
413-002605-A-0071,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,413-002605-A,413,0.5469583615977199,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2.0,1.0,0.5,1.0,Hombre,40.0,12.0,0,Castellano,1,1,0,8.373553741214627,8.373553741214627,0,0,146.46626128623697,413-002605-A,413
411-000372-A-0011,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,2.0,4.0,411-000372-A,411,1.8123142767381553,0,0,1,0,0,1,1,1,1,1,1,1,0,1,3.0,3.0,1.0,3.0,Hombre,23.0,17.0,0,Castellano,1,1,0,7.409136443920128,7.181084876168257,0,0,485.3073195811891,411-000372-A,411
411-000372-A-0051,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,4.0,411-000372-A,411,1.8123142767381553,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1.0,1.0,5.0,5.0,Hombre,35.0,10.0,0,Originaria,1,1,0,8.112257898985645,6.504018595720372,1,0,485.3073195811891,411-000372-A,411
411-000372-A-0101,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,4.0,411-000372-A,411,1.8123142767381553,0,0,1,1,0,1,0,1,1,1,1,1,0,0,4.0,3.0,1.25,5.0,Hombre,15.0,10.0,0,Castellano,1,1,0,,6.7650389767805414,1,0,485.3073195811891,411-000372-A,411
411-000372-A-0141,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,4.0,411-000372-A,411,1.8123142767381553,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1.0,1.0,4.0,4.0,Hombre,39.0,4.0,0,Castellano,1,1,0,8.017746993017381,6.632440828545709,1,0,485.3073195811891,411-000372-A,411
411-000372-A-0441,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,411-000372-A,411,1.8123142767381553,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3.0,2.0,1.33,4.0,Mujer,34.0,17.0,0,Castellano,1,1,0,7.8343923029104365,6.801636147740272,1,0,485.3073195811891,411-000372-A,411
411-000372-A-0491,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,2.0,8.0,,,,4.0,411-000372-A,411,1.8123142767381553,1,2,0,1,0,1,0,1,0,1,1,1,0,0,2.0,2.0,3.0,6.0,Mujer,29.0,10.0,0,Castellano,1,0,1,,7.160105913380066,1,0,485.3073195811891,411-000372-A,411
411-000372-A-0361,Oruro,Urbano,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,411-000372-A,411,1.8123142767381553,0,0,0,1,0,1,1,1,1,1,1,1,1,1,6.0,4.0,0.67,4.0,Mujer,19.0,10.0,1,Originaria,1,1,0,7.170888478512505,7.530155840794402,0,0,485.3073195811891,411-000372-A,411
411-000372-A-0401,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,2.0,2.0,411-000372-A,411,1.8123142767381553,0,0,1,1,0,1,0,1,0,1,1,1,1,1,4.0,3.0,1.25,5.0,Mujer,20.0,17.0,1,Castellano,1,1,0,6.830604219793722,6.466066979702421,1,1,485.3073195811891,411-000372-A,411
411-000372-A-0231,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,411-000372-A,411,1.8123142767381553,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1.0,0.0,1.0,1.0,Mujer,59.0,0.0,1,Originaria,0,1,0,,6.2166061010848646,1,1,485.3073195811891,411-000372-A,411
411-000372-A-0181,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,411-000372-A,411,1.8123142767381553,0,0,0,0,0,1,0,1,1,1,1,1,1,1,3.0,2.0,1.33,4.0,Hombre,15.0,10.0,0,Castellano,1,1,0,,7.071941165502693,1,0,485.3073195811891,411-000372-A,411
411-000372-A-0271,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,411-000372-A,411,1.8123142767381553,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2.0,1.0,2.0,4.0,Hombre,47.0,6.0,1,Originaria,1,1,0,8.604617780548011,7.2188730411387025,0,0,485.3073195811891,411-000372-A,411
411-000372-A-0311,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,411-000372-A,411,1.8123142767381553,0,0,0,0,0,1,0,1,1,1,1,1,1,1,3.0,2.0,1.67,5.0,Hombre,38.0,12.0,1,Castellano,1,1,0,8.348241853560454,6.749560268533832,1,0,485.3073195811891,411-000372-A,411
414-002969-A-0011,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,1.0,4.0,,,1.0,4.0,414-002969-A,414,0.8075575983623865,1,2,1,1,0,1,1,1,1,1,1,1,1,0,4.0,3.0,0.25,1.0,Mujer,72.0,17.0,1,Castellano,1,1,0,,8.542080906924017,0,0,216.25035927766749,414-002969-A,414
414-002969-A-0021,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,4.0,414-002969-A,414,0.8075575983623865,0,0,0,1,0,0,1,1,1,1,1,1,1,1,5.0,1.0,0.2,1.0,Mujer,33.0,17.0,0,Castellano,1,0,1,,8.699681400989514,0,0,216.25035927766749,414-002969-A,414
414-002969-A-0171,Oruro,Urbano,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,3.0,4.0,,,2.0,4.0,414-002969-A,414,0.8075575983623866,1,3,1,0,0,1,1,1,1,1,1,1,1,0,5.0,4.0,1.0,5.0,Hombre,47.0,17.0,0,Castellano,1,0,1,,7.164165952248419,1,0,216.25035927766749,414-002969-A,414
414-002969-A-0181,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,414-002969-A,414,0.8075575983623865,0,0,0,1,0,0,1,1,1,1,1,1,1,1,3.0,1.0,0.67,2.0,Mujer,69.0,17.0,0,Castellano,1,1,0,6.873163834212518,8.138296959576268,0,0,216.25035927766749,414-002969-A,414
414-002969-A-0151,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,3.0,8.0,,,,2.0,414-002969-A,414,0.8075575983623865,1,1,0,0,0,1,0,1,1,1,1,1,1,0,3.0,2.0,0.33,1.0,Mujer,55.0,12.0,0,Castellano,1,1,0,8.360773272144936,8.360773272144936,0,0,216.25035927766749,414-002969-A,414
414-002969-A-0101,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,414-002969-A,414,0.8075575983623865,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4.0,2.0,0.5,2.0,Hombre,75.0,17.0,1,Castellano,1,1,0,,8.015685108219387,0,0,216.25035927766749,414-002969-A,414
414-002969-A-0131,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,414-002969-A,414,0.8075575983623865,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,3.0,Hombre,46.0,17.0,1,Castellano,1,1,0,8.03947991910045,6.941512415119719,1,0,216.25035927766749,414-002969-A,414
414-002969-A-0121,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,414-002969-A,414,0.8075575983623866,0,0,0,0,0,1,1,1,1,1,1,1,1,1,5.0,3.0,0.8,4.0,Hombre,18.0,12.0,0,Castellano,1,1,0,,7.517240912158465,0,0,216.25035927766749,414-002969-A,414
414-002969-A-0071,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,1.0,3.0,414-002969-A,414,0.8075575983623866,0,0,1,1,0,1,1,1,1,1,1,1,1,1,4.0,2.0,0.75,3.0,Hombre,66.0,17.0,1,Castellano,1,1,0,8.486940148245216,8.343738883795274,0,0,216.25035927766749,414-002969-A,414
414-002969-A-0091,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,414-002969-A,414,0.8075575983623866,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3.0,2.0,1.0,3.0,Mujer,32.0,17.0,0,Castellano,1,1,0,7.719129840906732,7.756670866136802,0,0,216.25035927766749,414-002969-A,414
414-002969-A-0061,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,414-002969-A,414,0.8075575983623865,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1.0,0.0,4.0,4.0,Mujer,39.0,10.0,1,Castellano,1,1,0,7.847502055095208,7.6007774517289315,0,0,216.25035927766749,414-002969-A,414
414-002969-A-0041,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,414-002969-A,414,0.8075575983623865,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2.0,1.0,1.5,3.0,Hombre,26.0,12.0,0,Castellano,1,1,0,8.492080490601163,7.3938782901077555,0,0,216.25035927766749,414-002969-A,414
414-003059-A-0051,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,8.0,,,,4.0,414-003059-A,414,1.051172534967214,1,2,0,1,0,1,1,1,1,1,1,1,1,1,4.0,3.0,0.5,2.0,Mujer,52.0,17.0,0,Castellano,1,0,1,,6.281019825865862,1,1,281.48634699301005,414-003059-A,414
414-003059-A-0081,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,4.0,414-003059-A,414,1.051172534967214,0,0,0,1,0,1,1,1,1,1,1,1,1,1,4.0,3.0,0.25,1.0,Mujer,81.0,17.0,0,Castellano,1,1,0,,8.67008593751938,0,0,281.48634699301005,414-003059-A,414
414-003059-A-0111,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,414-003059-A,414,1.051172534967214,0,0,0,1,0,1,1,1,1,1,1,1,1,1,5.0,1.0,0.2,1.0,Mujer,66.0,17.0,0,Castellano,1,1,0,9.084512600653582,9.084512600653582,0,0,281.48634699301005,414-003059-A,414
414-003059-A-0371,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,414-003059-A,414,1.051172534967214,0,0,0,0,0,1,1,1,1,1,1,1,1,1,5.0,2.0,0.4,2.0,Hombre,76.0,6.0,0,Castellano,1,1,0,7.796057974316123,8.165671658982244,0,0,281.48634699301005,414-003059-A,414
414-003059-A-0271,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,414-003059-A,414,1.051172534967214,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2.0,1.0,0.5,1.0,Mujer,70.0,12.0,0,Castellano,1,1,0,,5.940609726298264,1,1,281.48634699301005,414-003059-A,414
414-003059-A-0311,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,414-003059-A,414,1.051172534967214,0,0,0,0,0,1,1,1,1,1,1,1,1,0,4.0,3.0,0.75,3.0,Hombre,16.0,10.0,0,Castellano,1,1,0,,7.824445930877619,0,0,281.48634699301005,414-003059-A,414
414-003059-A-0341,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,414-003059-A,414,1.051172534967214,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3.0,1.0,0.67,2.0,Mujer,83.0,12.0,1,Castellano,1,1,0,,7.67928991432616,0,0,281.48634699301005,414-003059-A,414
414-003059-A-0141,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,414-003059-A,414,1.051172534967214,0,0,0,0,0,1,1,1,1,1,1,1,1,0,4.0,2.0,0.5,2.0,Mujer,71.0,17.0,1,Originaria,1,1,0,,7.840116191033786,0,0,281.48634699301005,414-003059-A,414
414-003059-A-0241,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,2.0,4.0,414-003059-A,414,1.051172534967214,0,0,1,1,0,1,1,1,1,1,1,1,1,1,4.0,2.0,0.5,2.0,Hombre,47.0,17.0,0,Castellano,1,1,0,8.37432312793464,8.320508983786446,0,0,281.48634699301005,414-003059-A,414
414-003139-A-0071,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,1.0,8.0,,,,4.0,414-003139-A,414,0.8994827594978846,1,1,0,1,0,0,1,1,1,1,1,1,1,0,4.0,3.0,0.5,2.0,Mujer,59.0,6.0,1,Castellano,1,1,0,7.6814066367438105,6.988720675330699,1,0,240.8663732468512,414-003139-A,414
414-003139-A-0041,Oruro,Urbano,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,2.0,4.0,,,2.0,4.0,414-003139-A,414,0.8994827594978846,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3.0,2.0,1.0,3.0,Hombre,39.0,17.0,1,Castellano,1,1,0,8.368925174747135,7.977586906588728,0,0,240.8663732468512,414-003139-A,414
414-003139-A-0011,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,414-003139-A,414,0.8994827594978846,0,0,0,0,0,1,1,1,1,1,1,1,1,0,4.0,3.0,0.25,1.0,Hombre,38.0,17.0,0,Castellano,1,1,0,9.226276003887744,9.389375936849046,0,0,240.8663732468512,414-003139-A,414
414-003139-A-0101,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,8.0,,,,3.0,414-003139-A,414,0.8994827594978846,1,2,0,1,0,1,1,1,1,1,1,1,1,1,3.0,2.0,1.0,3.0,Mujer,34.0,17.0,0,Castellano,1,1,0,7.640603826393634,7.755005495935303,0,0,240.8663732468512,414-003139-A,414
414-003139-A-0281,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,414-003139-A,414,0.8994827594978846,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4.0,2.0,0.5,2.0,Mujer,37.0,17.0,1,Castellano,1,1,0,7.38770923908104,6.7013459266590925,1,0,240.8663732468512,414-003139-A,414
